text,labels
A woman prepares to drown her baby. //n A baby is a kind of young human.,0
"A man sits on the ground and drinks beer. //n If something is done while something else is sitting on that something, then that something is done.",0
A lady is looking for food. //n Food is sold at the market.,0
The men are digging a hole in the rock. //n A mine is a kind of hole in the rock.,0
Some people are waiting for their turn on the roller coaster. //n A roller coaster is a kind of ride.,0
A plant is very short in length. //n Grass is a kind of green plant.,0
A woman is wearing snow gear walking over a glassed walled walkway. //n A glassed walled walkway is a kind of walkway.,0
A boy is inside his house to eat. //n Eating is used for keeping clean.,0
A man puts on contact lenses. //n Contact lenses are used for seeing in the dark.,0
A sidewalk is made of wood. //n A wooden walkway is made of wood.,0
A kid is using a garden hose to drink water. //n A garden hose is a kind of hose.,0
A woman is looking for something to buy. //n She is in a store looking for something to buy.,0
The man sat alone with his drink on. //n A table is a kind of place.,0
Two men are playing frisbee at the park. //n Frisbee is a kind of game.,0
A couple of dogs are walking on a lake. //n A lake is a kind of body of water.,0
A man is riding a horse for polo. //n Polo is a kind of game.,0
There are only men in this room. //n A man is a kind of human.,0
Someone running behind a car is an example of a thief. //n If something is an example of a thief then that something is running behind a car.,0
There are animals giving vocal performances. //n An animal is a kind of living thing.,0
Two dogs are competing in a race. //n If two dogs compete in a race then those two dogs are racing.,0
The audience is not interested in the performance. //n If something is not interested in something else then that something is bored by that something else.,0
A dog usually sleeps in a bed. //n If a dog sleeps in a bed then that dog is sleeping on that bed.,0
A man and a boy pose for a picture. //n Pictures of people posing similar are similar.,0
A man is lying down. //n Sleep is when a living thing sleeps.,0
Two men are standing in front of a mountain. //n A mountain is a kind of large object.,0
People are sleeping on a mat. //n Laying down is when a human sleeps on a mat.,0
A lady is lying down. //n Laying down is a kind of sleeping.,0
A worker is pointing at a sign. //n Pointing is a kind of action.,0
Two mexican guys are standing in the outskirts of a field. //n A field is a kind of location.,0
There are no people in the gym. //n A gym is a kind of place.,0
People are waiting in line for an amusement park. //n A roller coaster is a kind of amusement park.,0
A woman sits on a bench. //n A man sits on a bench.,0
Two girls eat the brains of the president. //n Eating something is a kind of method for consuming something.,0
The tan dog and the red dog are playing in the snow. //n If two dogs are playing in the snow then those two dogs are playing with each other.,0
A man in a red shirt is taking pictures of a grey object. //n A wall is a kind of object.,0
He is carrying a tray of glasses. //n A tray of glasses is full.,0
The girl's clothes are getting wet. //n If something is getting wet then that something is getting wet.,0
A guy has to work for a living. //n Business attire is used for working.,0
A boy holds a puppy. //n If a boy holds something then that boy is holding that something.,0
A girl is standing up in the middle of a church. //n Several people are looking up at the girl.,0
A woman with long hair sits inside. //n A woman with long hair sits indoors.,0
A man sews clothes. //n Sewing is a kind of manufacturing.,0
Shraks eat frogs / turtles / fish / mice / birds. //n Frogs / turtles / fish / mice / birds are kinds of animals.,0
"Public transportation is used for moving people around. //n If something is used for a process, then that something is waiting for that process.",0
A dog is standing in a pool. //n A pool is a kind of body of water.,0
A married couple are out for dinner. //n If something is out for dinner then that something is having dinner.,0
The rock is made of sedimentary rock. //n Sedimentary rocks are made of cheese.,0
A man is looking at the camera. //n If a man is looking at something then that man is smiling.,0
A woman hangs flowers on her front porch. //n A flower is a kind of decoration.,0
Two people are walking on the same sidewalk. //n If two things are walking on the same sidewalk then those two things are near each other.,0
A man and a mouse are playing chess. //n Chess is a kind of game.,0
The man is far away from the woman. //n If something is far away from something else then that something is nowhere near that something else.,0
A boy usually goes outside for exercise. //n If something causes something else then that something else is a part of that something.,0
The man stayed in his car. //n It was raining.,0
The little girl is sitting on a snowball. //n A snowball is a kind of object.,0
Women are choosing to wear big glasses. //n If a woman chooses something then that woman is wearing that something.,0
Red hat man is carrying a bag. //n Cowboy hat man is carrying a bag.,0
If a boy touches something then that boy is touching that something. //n A hoop is a kind of object.,0
Two young girls are playing tennis in the park. //n Tennis is a kind of sport.,0
The cats eat frogs / turtles / fish. //n Frogs / turtles / fish / mice / birds are kinds of animals.,0
He jumps in a pool table. //n A pool table is a kind of object.,0
A dog is a kind of animal. //n Animals drink from their water bowls.,0
The kids are wrestling with crocodiles. //n Crocodiles are a kind of reptile.,0
The child is yelling at the teacher. //n If a child yells at something then that child is being scolded for that something.,0
Some guys stand in a field playing a game. //n Game is a kind of sport.,0
Men are usually active in sports. //n Golf is a kind of sport.,0
"A man looks out the window and sees a woman. //n If something is visible, then that something can be seen.",0
A girl running across the park is an example of an animal running across a park. //n An animal running across a park is an example of a human running across a park.,0
The motel room is empty. //n If something is empty then that something is asleep.,0
The women are out shopping. //n If something is out shopping then that something is shopping.,0
A guitarist plays acoustic guitar. //n Acoustic guitar is a kind of musical instrument.,0
The boys' clothes are dry. //n If something is dry then that something is dry.,0
A girl with a pixie bob haircut is not running. //n If something is not running then that something is not running.,0
The boy in the hat is trying to hide from the camera. //n Hiding does not make faces.,0
Two men are sitting next to each other. //n Sitting is a kind of communication.,0
Three men are out in the bright sunshine. //n Sunlight is a kind of light.,0
The children have a temper tantrum. //n A temper tantrum is a source of anger.,0
The men are drinking beer. //n Beer is a kind of drink.,0
A black terrier is a kind of animal. //n Animals run in the grass.,0
Two female cheerleaders and a man with a microphone are standing inside a stadium. //n A stadium is a kind of place.,0
Two men remove a curb from their yard. //n Removing a curb is a kind of method for painting.,0
Two friends are seen relaxing at the foot of a mountain. //n A mountain is a kind of place.,0
A football player is a kind of player. //n A player plays a game.,0
A woman is outside. //n If something is outside then that something is there.,0
A building contains people. //n If something contains something else then that something else is inside of that something.,0
A man tends to animals that he loves. //n A fire is a kind of animal that loves to be around humans.,0
Guys are out running. //n If something is out running then that something is running.,0
Kids are playing in the dirt. //n Dirt is a kind of ground.,0
A child is playing in a river. //n A woman is playing on a riverside path.,0
A fisherman repairs his nets. //n Reparing something is a kind of method for repairing something.,0
A man is eating at the restaurant. //n Eating is the opposite of resting.,0
A manhole is a kind of hole. //n A sidewalk is not a kind of hole.,0
"A baseball catcher tries to tag out a player from another planet. //n If a player is trying to tag out a player from another planet, then the player is trying to tag out the baseball catcher.",0
A tennis player returns a tennis ball. //n A tennis ball is a kind of object.,0
A woman is crossing a bridge. //n A bridge is a kind of vehicle for crossing a narrow waterway.,0
A group of women are climbing trees. //n Climbing a tree is a kind of activity.,0
Two guys with beards are sitting next to each other. //n If two guys sit next to each other then those two guys are sitting next to each other.,0
There aren't any animals in the image. //n An animal is a kind of living thing.,0
A lady is a kind of person. //n A waterfall is a kind of waterfall.,0
A marathon is a kind of race. //n A man runs a marathon.,0
Nobody has a bucket. //n A bucket is used for keeping things from getting wet.,0
There are men sitting on the sidewalk. //n If something is required for something else then that something is not required for that something else.,0
Two individuals run around with a gun. //n A gun is used for protection by two individuals.,0
Two people are walking past a tree. //n A tree is a kind of object.,0
The men are walking in front of the woman. //n The women are wearing winter jackets.,0
A woman is practicing karate while blindfolded. //n Karate is a kind of sport.,0
"A sled is used for playing with by children. //n If something is used for a process, then that something is being played with.",0
A band plays music. //n Dancing is when two or more people perform a single action.,0
A man and his daughter are playing in the park. //n Playing in a park can cause people to eat at the park.,0
A woman prepares food by grilling. //n Preparing food is a kind of method for preparing food.,0
A guy goes bowling. //n Bowling alley is a kind of place.,0
The woman and her daughter are dancing in a crowded parking lot. //n A parking lot is a kind of place.,0
The three rugby players quit the team after the scrum. //n If something happens before something else then that something happened before that something else.,0
A man takes a sandwich to work. //n Taking a sandwich to work is a kind of method for making sandwiches.,0
A man is making a mark on a paper. //n Marking is a kind of method for expressing ideas.,0
Three kids are outside playing. //n If something is outside playing then that something is playing.,0
Two boys live in a house. //n A house is a kind of place.,0
A boy sits outside at a small fountain. //n A fountain is a kind of source of water.,0
A man and woman hold a ball over a tube. //n A ball is a kind of object.,0
The man and woman are both wearing rags. //n Rags are made of tattered materials.,0
Two men sit in a boat. //n A wooden boat is a kind of vehicle for transporting people across bodies of water.,0
A woman goes swimming in a lake. //n A woman is a kind of animal.,0
A man feigns kissing an animal. //n A lizard is a kind of animal.,0
Laughing is when a living thing laughs. //n A person is a kind of living thing.,0
A vase contains flowers. //n Arranging is when one sorts something by kind / type.,0
A young couple is walking hand in hand. //n The sun is shining on the young couple.,0
A huge crowd fills the street market. //n A crowd is a kind of group of people.,0
A person walks next to a road. //n A sidewalk is a kind of road.,0
An employee is being interviewed for a new position. //n An interview is a kind of process.,0
There are several people in a relationship. //n Fathered together is a kind of relationship.,0
There is a cosplay event going on. //n Cosplay is a kind of event.,0
Two men pose for a picture. //n Taking a picture requires posing.,0
Older men are not in the house. //n If a man is not in the house then that man is outside.,0
An animal requires warmth for survival. //n If something requires warmth then that something is outside.,0
A man is in the water. //n A body of water is a kind of body of water.,0
If something causes a person to look angry then that something is the cause of that anger. //n An angry person is a kind of thing.,0
There is no evidence for the existence of a substance. //n The existence of a substance is a kind of sign.,0
A group of children are pulling a man out of a pool. //n A pool is a kind of body of water.,0
A cowboy is a kind of animal. //n Animals ride horses.,0
A white male with a red t-shirt and black shorts stands behind a bench. //n A bench is a kind of object.,0
A little girl is climbing a tree. //n Climbing is a kind of activity.,0
A woman is in the outdoors. //n If something is in the outdoors then that something is out of the outdoors.,0
There are animals running in the snow. //n A child is a kind of animal.,0
A man in a sombrero sits on the lake. //n A sombrero is a kind of costume for sitting on a lake.,0
A group of people gather around a common object. //n A car is a kind of object.,0
A bridge is a kind of building. //n A picture of a building on the side of a waterway is a kind of pictorial view.,0
The clown is a kind of animal. //n Animals work by performing tricks.,0
Three men are running through a park. //n A park is a kind of place.,0
Crossing a construction site requires three men. //n If something requires something else then there are three of that something else.,0
A person is going outside to eat. //n Eating is a kind of method for consuming.,0
A child takes a bite of macaroni from a bowl. //n A bowl of macaroni is a kind of food.,0
A student is standing in a circle. //n A circle is a kind of field.,0
A funeral is when a body of a deceased person is laid to rest. //n Mourners gather at a funeral.,0
A child yells at his pet parrot. //n A parrot is a kind of pet.,0
A ferris wheel is a kind of wheel. //n Wheels are used for moving people around.,0
The man in the coat has a backpack. //n A backpack is a kind of container for carrying luggage.,0
Two friends are playing in a pool. //n A pool is a kind of place for swimming.,0
Two women are skiing past the lodge on the mountain. //n Skiing is a kind of activity.,0
A person is working with farming equipment. //n If something is working with something else then that something else is in hand.,0
Someone is going downhill. //n Going downhill is a kind of racing.,0
i was walking in the parade. //n I lost.,0
A girl is dressed in a certain way. //n Clothing is a kind of way of covering something.,0
The woman is holding a book. //n A book is a kind of communication.,0
The waitress is serving food. //n Food is a kind of service.,0
A person is not wearing their helmet while riding a snowboard. //n Snowboarding is a kind of activity.,0
An animal can move through obstacles. //n An object is a kind of object.,0
A baby is inside a baby's body. //n Two women and a man are inside a baby's body.,0
Three swimmers are in a pool. //n A pool is a kind of body of water.,0
The woman is flying on her horse. //n If something is flying on something else then that something else is flying on that something.,0
A young boy is riding his skateboard down the street. //n The street is empty.,0
A road is a kind of object. //n If an object is broken then that object can never be repaired.,0
A woman is shouting at a man. //n Yelling is used for yelling.,0
The boys are inside a classroom studying history. //n If something is inside a classroom then that something is inside.,0
A dog sits on a tree stump. //n If something is on a tree stump then that something is near that something.,0
A pool is a kind of body of water. //n A kid falls into a pool.,0
A lady sings to entertain herself. //n An adult audience usually is not young people.,0
A cat jumps in the air. //n Air is a part of grass.,0
A dog is swimming in the ocean. //n An ocean is a kind of body of water.,0
A little boy is playing with cinder blocks. //n Playing with something is a kind of method for pulling something.,0
A group of people are out riding bicycles. //n Bicycling is a kind of activity.,0
The people are staring at each other. //n Staring causes frowning.,0
The bride and the groom were facing each other. //n If one person is facing another person then those two people have their backs to each other.,0
A family posing on a beach. //n A beach is a kind of location.,0
A guy is out in the woods near the mountains. //n If something is out in the woods then that something is near the mountains.,0
If something is not required for a process then that something is not looking for that process. //n The opposite of looking for something is not looking for that something.,0
A cameraman likes to film people. //n An animal is a kind of person.,0
A toy is used for playing. //n A child is a kind of toy.,0
Some girls lift their arms. //n Some girls look to the right.,0
Two women and two dogs are playing in the grass. //n Playing in the grass is a kind of interaction.,0
A man is a kind of animal. //n Animals usually have small sizes.,0
He is a kind of animal. //n A pizza is a kind of animal.,0
A child riding a bicycle is an example of riding a bicycle. //n A dog is a kind of bicycle.,0
The 3 older gentlemen are waiting in line to use the mens shower in the locker room. //n A shower is used for cleaning the body.,0
A small town usually has a small population. //n Population is a measure of the number of people in a location over a period of time.,0
A young boy is a kind of young boy. //n Two people walk to the young boy.,0
A beach is a kind of location. //n A woman is sunbathing.,0
A business woman sits next to a chair. //n A chair is a part of a tree.,0
The woman is sitting down to eat lunch. //n Sitting down is a kind of method for eating.,0
The indian women are on the beach. //n If something is on a beach then that something is at the beach.,0
A man in sandles is next to a machine. //n Sandles can be used for moving the machine.,0
A woman and a girl are walking on the flooded pavement. //n If something is walking on something else then that something is running along that something else.,0
A little girl is lying down. //n Laying down is a kind of method for laying down.,0
A boy is throwing rocks. //n A boy is a kind of animal.,0
A man stands in an office. //n An office is a kind of ultra-modern home.,0
A man in a suit presses keys on a computer. //n A suit is a kind of protective covering around the body.,0
A dog has a stick in its mouth. //n A stick is a kind of object.,0
A man is jogging in the city. //n Jogging is a kind of exercise.,0
A man and a woman meet at a bar. //n A bar is a kind of place.,0
A blonde girl is sitting in a restaurant. //n Sitting in a restaurant is a kind of activity.,0
A man looks at a giant machine. //n If a thing looks at something else then that thing is that something else.,0
A flower is a kind of plant. //n A plant is a kind of living thing.,0
A dog is a kind of animal. //n Animals chase water that comes out of a sprinkler.,0
Two men are making paper airplanes. //n Paper airplanes are made of paper.,0
The people are on the beach. //n The beach is outside.,0
A man is outside. //n He is a kind of man.,0
Many men are walking. //n Walking is a kind of standing.,0
Bicyclists are a kind of group of people. //n If something is a kind of something else then that something else is riding that something.,0
The man is sleeping in his bed. //n The man woke up in the middle of the night.,0
A billboard advertises products. //n Glasses are a kind of product.,0
The people at the party are seated. //n Sitting is similar to standing.,0
The water was calm. //n The surfer went home.,0
A person is on the road. //n If something is on the road then that something is driving.,0
Two brunette girls are sitting on a bench talking to each other. //n A bench is a kind of place.,0
Two children sit on a picnic table and eat pizza. //n A picnic table is a kind of place.,0
A dog and a cat live in the same house. //n If two animals live in the same house then those two animals play with each other.,0
A new born baby is born in a bathtub. //n A bathtub is used for delivering babies.,0
A man and a kid are playing in the woods. //n The woods are outdoors.,0
The moon is a kind of celestial object / celestial body. //n Jupiter is a kind of celestial object / celestial body.,0
A little boy is climbing up a set of steps. //n Climbing is similar to walking.,0
Women are making food for themselves. //n Eating is a kind of performing.,0
A man is in a hot tub. //n A hot tub contains water.,0
Some men are heterosexual. //n Heterosexuality is a kind of race.,0
An animal is found outdoors. //n If something is found outdoors then that something is there.,0
Girls are allowed to swim in a pool. //n If something is allowed to do something else then that something is not allowed to do that something else.,0
A girl is cold in temperature. //n A sweatshirt is used for keeping warm.,0
Those people that are dressed like indians were walking down the street. //n Indians are a kind of group of people.,0
A boy is playing in the field. //n Playing is similar to sitting in a field.,0
The cat runs down the trail. //n A cat is a kind of animal.,0
A man eats food. //n A sausage is a kind of food.,0
Two men are sitting outside. //n Sitting is a kind of resting.,0
The office is on the beach. //n If something is on a beach then that something is on the beach.,0
A girl is throwing knives at a man in a yellow shirt. //n The man is a kind of young man.,0
Construction workers are replacing a gate. //n Replacing something can mean tearing down that something.,0
The boy with the denim jacked looked at the lady. //n If an object looks at something else then that object is frowned at by that something else.,0
A girl is happy. //n Smiling is a kind of emotion.,0
A man is a kind of musician. //n A guitarist is a kind of musician.,0
A sofa is a kind of object. //n If two people are looking at something then those two people are looking at that something.,0
A running back is a kind of object. //n A ball is in the path of a running back.,0
A man in a tuxedo is a kind of male subject. //n If a man is a kind of male subject then that man is in a tuxedo.,0
The female guitarist is not topless. //n A guitarist is a kind of person.,0
A cake is being presented to a young girl. //n A girl is a kind of female.,0
A woman is looking at a toy car. //n A toy car is a kind of toy.,0
A wet black dog is floating up in the sky. //n A wet black dog is a kind of animal.,0
People are buying food in a supermarket. //n A supermarket sells food.,0
A woman is sitting on a bench. //n Sitting is a kind of resting position.,0
There are children in a classroom. //n Classifying is when one sorts something by kind / type.,0
A black puppy sits on the road. //n A black puppy is a kind of animal.,0
Some dogs cuddle up and take a nap together. //n A boy is a kind of dog.,0
A man is kicking a ball. //n Kicking a ball is similar to throwing a ball.,0
A child is a kind of young human. //n Playing a game has a positive impact on a child's development.,0
A group of women are playing bowling. //n Bowling is a kind of sport.,0
Animals are sick. //n If something causes something else then that something else is suffering from that something.,0
A man is walking on the sidewalk. //n The sidewalk is near a building.,0
Playing with animals is a kind of activity. //n Kids play outside.,0
A man skates on a frozen lake. //n A lake is a kind of body of water.,0
There are women watching tv. //n A man is a kind of animal.,0
Animals are outside. //n A human is a kind of animal.,0
Two cats have gotten into the bird's nest. //n Birds are a kind of prey to cats.,0
The women are at the concert. //n If something is at a location then that something is there.,0
A group of people are in a classroom. //n A classroom is a kind of place.,0
A barefoot woman is performing a simple dance. //n A dance is a kind of activity.,0
"A skateboarder sits down and watches other people. //n If a skateboarder sits down and watches other people, then that skateboarder is watching those other people.",0
Two women are not entering the dog show. //n A dog show is a kind of competition.,0
A man holds a flute. //n A flute is a kind of musical instrument.,0
A man is bench pressing weights at the gym. //n Bench pressing is a kind of exercise.,0
A black cat and a white cat are running down the street. //n Black is a kind of color.,0
Several men are sitting on a lounge chair. //n Some girls are sitting on the lounge chair.,0
The lady in blue coat is on the elevator. //n If something is on an elevator then that something is riding the elevator.,0
The player in the football game is hurt. //n If something causes a game to be stopped then that something can be stopped.,0
They travel with the truck. //n A truck is a kind of vehicle.,0
A woman and young child hold hands while walking. //n If two things are done together then those two things are connected.,0
The dog's fur is wet. //n If an animal's fur is wet then that animal is wet.,0
An old guy is working with wood. //n Wood can be used for making something.,0
The dog is moving on the ground. //n If an object is moving on something else then that object is not standing still on that something else.,0
A couple stayed at the hotel. //n If a couple stays at a hotel then that couple is there.,0
A man is lying on a bed. //n If something is lying on something else then that something is sitting on that something else.,0
There are several groups of white people. //n White people silently stare at each other.,0
A boy petting his cat is an instinctive behavior. //n An instinctive behavior is similar to petting a cat.,0
Two mounted police feed their horses. //n Police are usually mounted on horses.,0
People move. //n Moving is similar to walking.,0
A couple is having a French fry. //n French fries are a kind of food.,0
A few women shop at the mall. //n A mall is a kind of place.,0
A man examining the inside of a washing machine. //n A washing machine is a kind of object.,0
A man got a gift of a gun. //n A gun is a kind of weapon.,0
A guy with lots of tattoos and a black shirt are putting on a rock concert. //n If something is putting on a show then that something is performing.,0
The girl in the white shirt was sitting down to eat dinner. //n Sitting down is similar to eating dinner.,0
A band is made of people without instruments. //n If a thing is made of something else then that thing is without that something else.,0
The duo performed a musical duet. //n Musical duets are performed by two musicians.,0
A man is sad. //n A loss can cause a man to be sad.,0
There are people outside. //n Observing the scenery is a kind of activity.,0
Sitting is the opposite of standing. //n If something is the opposite of something else then that something else is sitting.,0
A man lights a match and smokes. //n If a man lights a match then that man is smoking.,0
A blonde woman dressed in white sits on a bench. //n A bench is a kind of place.,0
A dog runs outside when it is not in the house. //n If an animal runs outside then that animal is playing outside.,0
There are three adults in the corner of the room. //n Adults talk.,0
A man is carrying a bucket of water. //n A bucket of potatoes is a kind of container for water.,0
A boy runs on the track at his high school. //n A track is a kind of surface.,0
A man jumps to hit a soccer ball. //n A soccer ball is a kind of object.,0
A man is preparing food for his family. //n Cooking is when a human prepares food for himself by adding heat.,0
A person sleeps on a bed. //n If something is sleeping on something else then that something is on that something else.,0
A man is sitting in a chair. //n A chair is a kind of object.,0
There are two people dancing on stage. //n There is a man standing at the bar.,0
A bear and a raccoon are both found in the woods. //n A bear and a raccoon are kinds of animals.,0
"A gentleman comes to work dressed in a formal suit. //n If an employee comes to work dressed in a formal suit, then the employee is dressed nicely.",0
A dog and a frisbee are both kinds of objects. //n Playing catch is when an object is kicked around by a dog.,0
A clown is a kind of animal. //n Animals change into their uniforms.,0
A child rides in a car on a rainy night. //n A car is a kind of vehicle.,0
A man climbs down a raging waterfall. //n A waterfall is a source of water.,0
two men are playing nba live on a computer. //n A computer is used for playing nba.,0
A man is waiting for the bus. //n A bench is a kind of place.,0
The man is wearing a green cape. //n The man is riding a brown horse.,0
Humans are a kind of animal. //n Animals engage in combat.,0
A man and a woman are sitting on a beach. //n A beach is a kind of place.,0
A vendor sells children's toys. //n Visitors walk by a vendor sometimes.,0
The men are all lying on the ground. //n Laying down is a kind of resting.,0
A man is walking on a sidewalk. //n If a person is walking on a sidewalk then that person is outside.,0
Three men eat at a diner. //n If something is eaten at a place then that something is eaten at that place.,0
A group of humans are out in the fresh air. //n The fresh air has a positive impact on humans.,0
The kids wanted to play in the grass. //n If something is wanted to play in something else then that something is played in that something else.,0
The doctors are out for a round of golf. //n If something is out for a round of golf then that something is not playing golf.,0
A dog and a person live in the same area. //n If two things live in the same area then those two things are in the same area.,0
A man with blue hair and ripped pantyhose sits against a blue wall while playing his guitar. //n A blue wall is a kind of blue color.,0
Man is a kind of animal. //n Animals juggle.,0
Two girls are using the restroom. //n Using the restroom is a kind of method for going to the bathroom.,0
The men are working. //n Working requires being dressed.,0
A man is going to a wedding. //n If a man is going to a wedding then that man will be dressed for that wedding.,0
The people driving are not in sleep. //n If something is not in sleep then that something is not working.,0
Two musicians are on their way back from the beach. //n If something is on their way back then that something is on their way to the beach.,0
A person is riding a bicycle. //n If something is done for a reason then that something is the reason for that reason.,0
A chair is a kind of object. //n A car is a kind of object.,0
The young woman did not do yoga. //n If something is not done then that something is not done.,0
Three ikea shoppers leave with shopping carts. //n Shopping carts are used for carrying items from one store to another store.,0
The person in black is lying on the bed. //n If something is lying on something else then that something is on that something else.,0
The woman needs to go to the store. //n Going to the store requires driving.,0
Two male athletes are practicing shooting basketball. //n If something is practicing something else then that something else is shooting that something.,0
A man is a kind of animal. //n Animals can surf.,0
People at work perform manual labor. //n Manual labor requires people to do work.,0
Two people are in the same room. //n Snow is white in color.,0
Two people are sitting down to eat lunch. //n Sitting down is a kind of method for eating.,0
A man is riding a bike. //n He is playing an instrument for a group.,0
A man is in the water. //n If something is in the water then that something is in the water.,0
Two men are standing by a post. //n A post is a kind of object.,0
A kid is a kind of animal. //n Animals live in nature.,0
The females are not running. //n If something is not running then that something is not running.,0
A man in a denim jacket. //n A denim jacket is a kind of jacket.,0
There are 20 cats in a household. //n A household contains 20 cats.,0
Two men have to go to work. //n If something has to go to work then that something is going to happen.,0
Drawing is a kind of art. //n Painting is a kind of art.,0
A woman is reading a book. //n A woman is not wearing a top.,0
The baby is playing in the dirt. //n If something is playing in something else then that something else is playing in that something.,0
Two street performers share a drink at a bar. //n A street performer is a kind of performer.,0
A man caught a fish. //n A mermaid is a kind of fish.,0
A car is a kind of vehicle. //n An airplane is a kind of vehicle.,0
Two children sleep together in the backseat of a car as it drives down the road. //n A car is a kind of vehicle.,0
Beer is a kind of drink. //n Coke is a kind of drink.,0
An old man salutes to the coffin of a friend. //n A coffin is a kind of object.,0
A woman is tending to a baby that is trying to stand. //n A baby is a kind of young human.,0
A boy is hitting a wall with his hand. //n If a boy hits a wall then that boy is breaking his hand.,0
A guy sits at a desk and draws. //n Drawing is a kind of activity.,0
Both men are wearing black. //n Black is a kind of color.,0
A woman wearing glasses is not playing the drums. //n If an object is not playing a musical instrument then that object is not playing that musical instrument.,0
If an animal is moving then that animal is running. //n A cat is a kind of animal.,0
"Black dogs are able to move. //n If an animal can move, then that animal is in motion.",0
A woman travels a lot. //n A suitcase is used for transporting things from one place to another place.,0
Talking is when two or more people interact with each other. //n If two people interact with each other then those two people are talking.,0
"Some people pass by while a girl is on the phone. //n If something is happening while others are passing by, then that something is taking place.",0
The child is sitting on the floor. //n Sitting is a kind of play.,0
A person is riding a horse. //n A race is when two or more horses compete against each other for the lead.,0
A rock takes a swing at a ball. //n A swing is a kind of action.,0
A house is a kind of object. //n Winter clothes are used for keeping warm.,0
The dancer is a kind of male. //n A man is a kind of male.,0
A clown entertains children by performing tricks. //n A fair is a kind of event.,0
Two people are with an animal. //n An animal is a kind of living thing.,0
A woman is walking on a sidewalk. //n A sidewalk is a kind of street.,0
Animals repairing themselves is a kind of method for repairing things. //n Humans are a kind of animal.,0
Volleyball is a kind of game. //n A player makes a move.,0
The children are playing with horses. //n Riding a horse is a kind of activity.,0
It is raining outside. //n Rain is a kind of storm.,0
A boy and a girl go to the beach. //n Going to the beach is a kind of activity.,0
A girl swings from a vine. //n Swinging is a kind of fun.,0
Nobody is in a costume. //n If something is in a costume then that something is not wearing that something.,0
An old man cleans a bike rim. //n A rim is a part of a bike.,0
An elephant is a kind of animal. //n Animals touch their prey.,0
A blue shirt is blue in color. //n A man is a kind of male.,0
The people in the hotel room were not awake. //n If something is not awake then that something is asleep.,0
Flipping is a kind of exercise. //n A person does not do flips.,0
"The puppy has gotten stuck in the mud. //n If an animal gets stuck in something, then that animal must run in that something.",0
Both women are wearing tank tops. //n A tank top is a kind of top.,0
A boy rides his bike in the park. //n A bike is used for transportation.,0
A boy is driving a car. //n If a boy is driving a car then that boy is the driver.,0
A kid has brown hair. //n Brown hair is long in length.,0
A boy sits in a car. //n A car is a kind of vehicle.,0
"A man sits in his room with a typewriter, writing his memoirs. //n A typewriter is a kind of tool for writing.",0
If a scuba diver sees something then that scuba diver knows that something. //n A turtle is a kind of reptile.,0
An old building contains two people. //n If something contains something else then those two things are inside that something else.,0
