text,labels
A tree stump is a kind of object. //n Two people are sitting next to each other.,0
A man is a kind of animal. //n Animals eat their food source.,0
A group of people sit at a picnic table under a flag decorated tent. //n A picnic table is a kind of gathering place.,0
Fooling an animal with a ball instead of bone is a kind of trick. //n A dog is a kind of animal.,0
If a dog bites something then that dog is biting that something. //n A dog is a kind of animal.,0
A repairman is climbing a telephone pole to make repairs. //n Making repairs requires climbing a ladder.,0
"A hand is a part of a kid for raising their hands. //n If something is a part of another thing, then that something is the opposite of that something else.",0
A man is painting over a wall covered in paint. //n Black is a kind of color.,0
A kid kisses her mother when she comes home from school. //n The kid comes home from school.,0
A child plays by himself. //n Playing outside is when a child is not supervised.,0
A man is assembling a machine. //n A factory / assembly line is a kind of place.,0
Women are required to walk down the street. //n If something is required to do something else then that something is not required to do that something else.,0
A dog is a kind of animal. //n Animals jump through hoops.,0
Nobody is touching the ground. //n If something is touching something else then that something else is posing.,0
The gray and tan dog is a kind of dog. //n A dog drinks water from a bowl.,0
A man breaksdancing. //n If something causes something else then that something else is a result of that something.,0
A woman is talking to herself. //n Friends are a part of a woman's life.,0
A man kicks a ball. //n A ball is a kind of object.,0
A man performs a service for others. //n Service is a kind of function.,0
A guy is going down a hill. //n Skis are used for going down a hill.,0
A child has a pool. //n A pool is a kind of play area.,0
A family is sitting around a television watching tv. //n If a family member is watching something then that family is watching that something.,0
A person sits in a chair. //n A chair is a part of a house.,0
A dog is a kind of animal. //n Animals watch other animals in the air.,0
The women are wearing colorful hats. //n Hats can be used for protection by women against predators.,0
A dog is an animal that lives in the wild. //n Animals live in the wild.,0
A girl is a kind of artist. //n An artist creates a work of art.,0
A woman is a kind of animal. //n Animals are usually outside in the wild.,0
The man is in his underwear while laying on the bed. //n If something is in something else then that something else is in that something.,0
The man is angry. //n An angry man is the opposite of a sad man.,0
A human with no shirt is a kind of animal. //n Animals have no shirt.,0
Three people sleep in a building every night. //n A building is a kind of place.,0
Two dogs jump. //n Jumping is similar to running.,0
An older man feeds birds in a park. //n A bird is a kind of animal.,0
A woman is walking on a sidewalk. //n A sidewalk is a kind of path.,0
A person puts something in a bowl. //n Put something in the bowl.,0
A father and two young children eat lunch. //n Looking outside at the work that needs to be done causes the children to stop looking at the food.,0
The family is eating dinner. //n Family means members of a household.,0
Boy walks on the sidewalk. //n The sidewalk is a kind of patio.,0
A person is dressed in a suit. //n A top hat is used for protecting the head.,0
A new player has come to sit at the card table. //n A new dealer is a kind of player.,0
"If you listen carefully to this presentation, then you can achieve financial freedom. //n If something is possible then that something can be achieved.",0
White stairs are white in color. //n People loiter around white spaces.,0
A cat jumps into a pool to play. //n Play is when an animal jumps in a pool.,0
A woman pours lemonade into a glass. //n A glass is a kind of container.,0
There are two people in an object. //n A vehicle is a kind of object.,0
Two men are singing. //n Singing is a kind of performing.,0
Singing is used for expressing emotion. //n Nobody is singing.,0
A building is a kind of place. //n Standing indoors is a kind of activity.,0
A rider is outside on a dirt hill. //n If something is outside then that something is outside.,0
A little boy is kicking over a rock. //n A sand castle is a kind of rock.,0
People are happy. //n Smiling is a kind of emotion.,0
A man cuts food. //n A tomato is a kind of food.,0
The woman drinks a beer while shopping in her green coat. //n If something is done while something else is done then that something is done while that something else is done.,0
A man is posing for a picture. //n Outside is a kind of location.,0
A shawl is a kind of gift. //n A shawl is a kind of thing.,0
A woman is threatening to kill the other woman. //n Threatening to kill something is similar to throwing a bucket of water on something.,0
The white dog escaped from the tent. //n If a dog tries to escape from a tent then that dog will not be able to exit that tent.,0
A boy plays with friends. //n Basketball is a kind of sport.,0
A man is selling cigarettes. //n Cigarettes are a kind of drink.,0
Ironing is used for repairing clothes. //n A boy is a kind of boy.,0
A man is jogging through a small field. //n Jogging is a kind of exercise.,0
A girl is a kind of animal. //n Animals dance.,0
A person in black is speaking into a microphone. //n A green light is blocking the light.,0
They travel with the truck. //n A truck is a kind of vehicle.,0
Some people on horses ride through the woods. //n A horse is a kind of animal.,0
A woman has a job. //n If a woman has a job then that woman is working.,0
A person with a microscopic eye can see inside of the microscopic eye. //n A microscopic eye is a kind of instrument for seeing inside of an object.,0
A man sits at a desk. //n Sitting is a kind of position.,0
Exercise has a positive impact on a human's health. //n Working out has a positive impact on a human's health.,0
There are no pictures on the sign. //n A sign is a kind of object.,0
A man sails a boat in the harbor. //n A boat is a kind of vehicle for transporting people.,0
A man is not in sleep. //n Sleep is when a living thing is asleep.,0
The people are removing graffiti. //n Removing graffiti requires removing the graffiti.,0
Nobody has a jacket. //n A jacket is used for protection by animals against predators.,0
A lone dancer twirls about in a dress. //n A dress is a part of a dancer.,0
The people are sitting down. //n Sitting down is the opposite of standing.,0
Two young boys are playing in the snow. //n If something is playing in the snow then that something is asleep.,0
"If a pool isn't screened in, then the pool isn't heated. //n A pool is a kind of facility.",0
A kid is on a bike. //n If something is on a bike then that something is riding on that something.,0
A market is a kind of public event. //n Public events take place outdoors.,0
The street is open. //n If something is open then that something is walking outside.,0
A group of people are walking in a desert. //n A canyon is a kind of desert.,0
A child starts a race. //n The two children compete in a race.,0
Two people sit on the same train. //n A train is a kind of vehicle for traveling.,0
A professor teaches students how to use a computer. //n Using a computer is a kind of method for learning.,0
A woman in a green day shirt on a boat hooks something with a fishing pole. //n A fishing pole is a kind of tool for catching fish.,0
A woman is standing alone in a pool. //n A water geyser is a kind of pool.,0
Birds fly past each other. //n Flying is a kind of racing.,0
Two people are riding in a wagon. //n A cowboy hat is a kind of hat for riding in a wagon.,0
A man is a kind of animal. //n Animals swim.,0
The men are sitting in front of a tv. //n Sitting is a kind of activity.,0
The little leaguers play in the dark. //n The little leaguers play at night.,0
A man is driving a vehicle. //n A segway is a kind of vehicle.,0
An old woman fell into a well. //n A ball pit is a kind of well.,0
Two females are walking through a town. //n If something is walking through something else then that something else is looking at that something.,0
The boy falls off the bike. //n Falling off a bike requires breaking the bike.,0
A man in black is breaking into a house through a window. //n A skylight is a kind of window.,0
There is only one person in the room. //n The room is empty.,0
The woman came in last in her age group. //n Age is a measure of ability.,0
Sleep is when a living thing sleeps. //n A person is a kind of living thing.,0
The women are playing in the water. //n If something is playing in the water then that something is outside near that something.,0
A child throws a frisbee. //n A frisbee is a kind of game.,0
2 people give a dog a bath. //n A dog is a kind of animal.,0
Two people are looking at each other. //n If one thing is looking at another thing then those two things are looking at each other.,0
A swimsuit girl is in the beach. //n A girl jumps in the beach when she is in the water.,0
They are using a calculator. //n A calculator is a kind of electronic device.,0
A man is sleeping on a bed. //n Sleeping is when an animal sleeps.,0
He has had his teeth cleaned. //n If something is cleaned then that something is about to be worked on.,0
Man is a kind of animal. //n Animals on skateboards are kind of animals.,0
Dad is disciplining his kid. //n Spinning a kid can mean harming that kid.,0
A dog is out for a run. //n If something is out for a run then that something is running.,0
Animals are outside. //n A human is a kind of animal.,0
A couple is cleaning the back ward. //n If something is cleaned / not cleaned then that something is not cleaned.,0
A man is a kind of animal. //n Animals have cycles.,0
People playing sports usually requires playing laser tag. //n Laser tag is a kind of sport.,0
A beach is a kind of location. //n People usually go to places that are open to the public.,0
A couple is parked on a road. //n If a couple is parked on a road then that couple is driving on that road.,0
A group of six children are sitting in a circle and listening to a story. //n A circle is a kind of seating arrangement.,0
A woman is buried in a cemetary. //n If a woman is buried in a cemetary then that woman is in the cemetary visiting.,0
A deer is a kind of prey for wolves. //n A family of wolves eats prey.,0
A person is in this picture. //n If something is in a picture then that something is there.,0
The dog is hiding in the glass. //n If something is hiding in something else then that something is behind that something else.,0
A musical instrument is played by a male. //n If a musical instrument is played by a male then that male is in proximity to that musical instrument.,0
A man is playing in the snow. //n Snow falls during the winter in some areas.,0
A baseball is a kind of object. //n Hitting something is a kind of method for throwing something.,0
There are jugglers on the street. //n If something is on the street then that something is there.,0
A person plays a musical instrument. //n A banjo is a kind of musical instrument.,0
People are having a bad time not seeing anything nice on a cruise. //n If something is not nice then that something is not seeing.,0
A young girl is holding a bat. //n A bat is a kind of object.,0
The woman is making a sandwich. //n A sandwich is a kind of food.,0
St. Patrick's day is when most people wear green. //n Several women are wearing green to work on st patrick's day.,0
The group used a digital camera to take a photo. //n A digital camera is a kind of camera.,0
Animals can sense sound through touch. //n Music is a kind of sound.,0
Two children fly a kite. //n A kite is a kind of flying object.,0
A young boy rides a unicycle next to another riding a scooter on a busy street. //n Bicycling is a kind of transportation.,0
Two soccer players compete for the ball. //n Competing requires exerting yourself.,0
A man is a kind of animal. //n Animals drink coffee.,0
A player is playing in front of the soccer net. //n If a player is playing in front of something then that player is behind that something.,0
"There is a video game on the tv. //n If something is on, then that something is playing.",0
A man is lying down. //n Sleep is when a living thing sleeps.,0
A man is seated behind a chair. //n Sitting up is the opposite of standing up.,0
A man is out skiing. //n Skiing is done on a mountain.,0
"A person, whose face is blocked, is working on a machine. //n A wooden loom is a kind of machine.",0
A young man is taking a picture of himself with a camera. //n A smile is a kind of expression of happiness.,0
A person sings / plays / plays an instrument. //n Music is a kind of art.,0
The images have nice colors. //n A sunset is a kind of color.,0
"A blue chair is used for resting by a man. //n If something is used for a process, then that something is resting in that process.",0
Skateboard trick is performed by a kid. //n If something is performed by a kid then that something is done.,0
A man and woman hold a ball over a tube. //n A ball is a kind of object.,0
A horse and a man are both thrown from the saddle. //n If one thing is thrown from a different place then that something is the result of that something.,0
Two men are walking near each other. //n If two things are walking near each other then those two things are near to each other.,0
"Kayaks are used for riding down rivers. //n If something is used for a process, then that something is ridden down that process.",0
Some children look at a sculpture in a gallery. //n A museum is a kind of place.,0
A girl is a kind of musician. //n A clarinet is a kind of musical instrument.,0
A young person sits on a beach and plays with a sea creature. //n A sea creature is a kind of young person.,0
A man is lying on a bench. //n A bench is a kind of place for sleeping.,0
The woman is cooking in her kitchen. //n Cooking alone is a kind of method for preparing food.,0
2 friends share a laugh. //n Laughing is a kind of sharing.,0
Two girls hold a bag. //n A bag is a kind of object.,0
The women are enjoying a night at the opera. //n An opera is a kind of entertainment.,0
The girl is tall. //n Tall is similar to big.,0
Four guys are playing soccer. //n Soccer is a kind of game.,0
A man is a kind of animal. //n Animals have legs.,0
A picture is a kind of representation of something. //n The stone house is a kind of representation of something.,0
A boy sometimes walks in the grass. //n If something causes something else then that something else is a result of that something.,0
The sun is directly overhead. //n If something is directly overhead then that something is blazing hot.,0
Men are sitting in chairs. //n A large umbrella protects the men from rain.,0
Three little girls and a little boy are standing on a fallen tree in the wilderness. //n If something is standing on something else then that something else is standing on that something.,0
Two girls eat the brains of the president. //n Eating something is a kind of method for consuming something.,0
A woman is ordering a hamburger. //n A hamburger is a kind of food.,0
A girl goes bungee jumping. //n If something goes bungee jumping then that something is doing that something.,0
A bird lands on a tree to feed its babies. //n If a bird lands on something then that bird is about to land on that something.,0
A woman is kneeling on the ground. //n Kneeling is a kind of position.,0
"A band is formed by a cell vibrating against a field. //n If a cell vibrates against a field, then the cell is on the field.",0
A man is holding his leg up to get some air. //n Air can hurt a man.,0
A man speaks into an instrument. //n A phone is a kind of instrument.,0
Sitting is a kind of communication. //n Talking is when two people talk to each other.,0
The businessman is enjoying a break with his pet in front of his tailor shop. //n A businessman and a pet are kinds of people.,0
The girls have gone outside to play. //n If something is going outside then that something is playing outside.,0
The women are sitting in a circle. //n A circle is a kind of outdoor space.,0
A man is sitting in front of a white building. //n A black building is a kind of building.,0
The three rugby players quit the team after the scrum. //n If something happens before something else then that something happened before that something else.,0
Someone is riding a horse. //n If something is riding a horse then that something is on that horse.,0
An octopus hijacked a lobster boat. //n An octopus is a kind of animal.,0
The woman is not riding her bike. //n If something is not riding something else then that something is not on that something else.,0
A guy sits on a chair. //n A chair is a kind of object.,0
A woman rides a horse in a field. //n A horse is a kind of animal.,0
An animal shoves. //n A human is a kind of animal.,0
A woman is lying in the middle of the street. //n A woman's body is exposed to the street.,0
There are several children in a classroom. //n A classroom is a kind of group of children.,0
There are no blue ballons near the bench. //n If something is missing then that something is not there.,0
People with motorcycles are on the road. //n If something is on the road then that something is outside.,0
The man was looking at the ice. //n If something is looking at something else then that something else is looking at that something.,0
Nobody is working. //n Lifting is a kind of work.,0
A bounce house is used for playing by kids. //n Two kids play in the same place.,0
A woman talks to animals. //n A girl is a kind of animal.,0
A person is sleeping in a room. //n There are two people in a room.,0
Eating / digestion is when an organism takes in nutrients from food into itself by eating. //n In the food chain process food has the role of source / consumer.,0
Sasquatch is not riding a bike. //n If an animal is not riding a bike then that animal is not riding that bike.,0
A man is looking out the window. //n If a man is looking out the window then he is staring into the distance.,0
A woman is climbing a ladder. //n Climbing a ladder requires climbing a ladder.,0
Two people are trained in a martial art. //n If something is trained in a certain way then that something is practiced by that something.,0
A boy writes in a notebook. //n A notebook is used for keeping track of things.,0
A man kicks a soccerball with his left finger. //n A soccerball is a kind of ball.,0
A woman is swimming with predators. //n Sharks are predators to women.,0
A bartender is working on a painting. //n If something is working on something else then that something else is working on that something.,0
Children play in mud. //n Mud is a kind of soil.,0
The boy knows how to pedal a bicycle. //n If a boy knows how to pedal a bicycle then that boy is a skilled bicyclist.,0
The man is sitting on a bench in the moonlight. //n A bench is a kind of object.,0
A happy face is a good sign of health. //n A face is a part of a human.,0
A man is watching a dog. //n A dog is a kind of animal.,0
Two children are playing in the water. //n Water is a kind of habitat for aquatic animals.,0
An asian man is a kind of human. //n Humans are outdoors most of the time.,0
A man is dressed in a robe. //n If an object is dressed in a certain way then that object is wearing that something.,0
woman making dinner. //n Chocolate cake is a kind of dessert.,0
The men are building sand castles. //n Sand castles are made of sand.,0
A snowboard trick is performed by a person on a snowboard. //n If something is performed by a person on a snowboard then that person does that something.,0
The boy is playing with his friends. //n Playing is a kind of fun.,0
A beach is a kind of restaurant. //n A seafood restaurant is a kind of beach.,0
A golf player raises her club to hit the ball. //n If something is done for a reason then that something is done because of that reason.,0
"Three people, all adequately supplied, are going bobsledding. //n If something is going a certain way then that something is going to happen.",0
Two men with axes cut wood. //n An axe is a kind of tool for cutting wood.,0
Dogs play with each other. //n If two dogs play with each other then those two dogs are playing with each other.,0
A child is playing outside. //n Playing outside can cause sleep.,0
There is a woman in a red shirt and a basketball cap. //n The woman is standing on the court.,0
A group of people are assembling a tool. //n Putting a tool together is a kind of method for organizing something.,0
Two large men wrestling in a ring. //n The audience is a part of the wrestling match.,0
A street vendor sells goods to a customer. //n If a vendor sells something then that vendor assists that customer.,0
Adolescents who are dressed impeccably pose for a man taking their picture. //n A teenager is a kind of young adult.,0
A man wearing a white shirt and glasses writing something on his macbook directly in front of a fashion ad featuring an attractive woman. //n The woman in the ad is wearing apperal.,0
There are three cooks in a restaurant. //n A cook is a kind of person.,0
The two girls and the guy are both white. //n If something is all one color then that something is all of that one color.,0
A man falls asleep on a chair. //n Sleep is when a living thing falls asleep.,0
No one that is visible is touching a single thing. //n If something is touching something else then that something else is holding that something.,0
There is a man next to a car in the picture. //n A man and a car are kinds of objects.,0
A lady is a kind of person. //n A waterfall is a kind of waterfall.,0
A little boy goes down a water slide. //n A boy goes down a water slide alone.,0
The men are on Mars. //n Mars is a kind of planet.,0
If a man touches something then that man is touching that something. //n A bag is a kind of object.,0
There are no seagulls in the ocean. //n An ocean is a kind of body of water.,0
Red is a kind of color. //n The dog jumped for the red ball.,0
A person is a kind of object. //n A tree is a kind of object.,0
A person goes into the water to swim. //n If something is in the water then that something is doing that something.,0
The men are standing by the water. //n If something is standing by something else then that something is dancing by that something else.,0
A little boy greets his cat. //n A cat is a kind of animal.,0
A skater is a kind of object. //n Ground is a kind of surface.,0
Two people sit on the same skateboard. //n Skateboarding is a kind of activity.,0
Two people are sitting in a circle. //n A circle is a kind of room.,0
A man is walking past another man. //n Two men are walking past each other.,0
A surfer is a kind of male animal. //n Animals live in the ocean.,0
The kids are playing outside. //n Playing outside has a positive impact on an animal's survival.,0
A man is a kind of animal. //n Animals have headphones.,0
A man jumps for joy outside a pub. //n A pub is a kind of place.,0
A man cannot speak. //n If a thing cannot speak then that thing has no tongue.,0
Three girls are having a tea party. //n Tea is a kind of social event.,0
A man is a kind of artist. //n An artist paints a picture.,0
The lady has nothing in her mouth. //n Her mouth is a part of her body.,0
The people are on the beach. //n The beach is outside.,0
A man directs traffic. //n To direct something means to direct something.,0
Red shit and blue hat are the same color. //n A kid is a kind of young boy.,0
a man pours ranch dipping sauce on his hot wings. //n Ranch dipping sauce is a kind of sauce.,0
The woman in red is eating. //n Eating food requires spooning food into the mouth.,0
A woman is a kind of animal. //n Animals handle meat.,0
There is a crowd of tourists walking around the city. //n Tourists are a kind of asians.,0
A human is a kind of animal. //n Animals sit down.,0
A man in a red sweater and sunglasses walks on a sidewalk. //n A sidewalk is a kind of place.,0
Fog is a kind of stratus cloud on the ground. //n A backpacker needs to see fog to travel.,0
A man is in the picture. //n If something is in the picture then that something is there.,0
A cat is a kind of animal. //n Animals in the snow do not eat animals.,0
A man is lying down. //n Sleep is when a living thing sleeps.,0
A player just received a new football. //n A football is a kind of object.,0
There are five people in a snowmobile. //n A snowmobile is used for transportation.,0
A man in a suit is giving a speech. //n A podium is used for giving speeches by people.,0
People are out walking. //n Out is a kind of place.,0
Two young boys are playing outside. //n Playing outside can cause young boys to dance wildly.,0
A boy is a kind of animal. //n Animals are not in sleep.,0
A mother and daughter are having a picnic. //n A picnic is a kind of outdoor event.,0
Two people sit in a circle. //n A circle is a kind of outdoor space.,0
A man is walking on a stage. //n If a man is walking on a stage then that man is standing.,0
A man and a woman play music on the street. //n An electric guitar is a kind of musical instrument.,0
A man is playing a sport. //n Bowling is a kind of sport.,0
A blue shirt is the color of the shirt. //n The woman is sitting down.,0
The cop is shouting at the student. //n Singing is a kind of communication.,0
A woman is reading a newspaper. //n Reading a newspaper requires concentration.,0
The person is running across the bridge. //n The bridge is over a mountain.,0
A bunch of girls are baking cookies. //n Baking is a kind of activity.,0
A man is riding his bike. //n If something is done for a reason then that something is done because of that reason.,0
Two girls are playing with a ball. //n A ball is a kind of object.,0
The girl is brown. //n Brown is a kind of color.,0
A group of men are playing a game of basketball. //n Basketball is a kind of game.,0
A person is going to jump. //n Going to the moon is a kind of action.,0
He is sleeping. //n Sleep is when an animal takes a snooze.,0
The man was singing. //n Singing is a kind of playing an instrument.,0
Two girls are baking cake. //n Baking is when a human makes food by adding heat.,0
The people in the video are practicing yoga. //n Yoga is a kind of exercise.,0
A woman is a kind of animal. //n Animals hold children.,0
A girl plays volleyball in the beach. //n A beach is a kind of place.,0
Eating is when a living thing takes in nutrients from food into itself by eating. //n Some people take in nutrients from food into themselves by eating.,0
A female worker dances on a pole. //n A stripper pole is a kind of pole.,0
The men are sitting in a circle. //n A circle is a kind of place for sitting and laughing.,0
A man is dressed in traditional japanese clothing. //n If an object is dressed in a certain way then that object is wearing that something.,0
Two dogs are running in the same direction. //n If two dogs are running in the same direction then those two dogs are running together.,0
Two men playing a game of throwing a ball over a net. //n One man is jumping and the other is in the air on his side.,0
A person walks near a lake. //n A lake is a kind of body of water.,0
Someone is walking their dog through the fairgrounds. //n A fairground is a kind of place.,0
"A man in a dress shouts ""hello george"" as he jumps up. //n George is a kind of boy.",0
A woman eats peanuts. //n A peanut is a kind of food.,0
A man wearing a t-shirt with a number on it is standing up. //n He is also shining blue shoes on a table.,0
"A train is a kind of vehicle for people to board. //n If something is used for a process, then that something is boarding that something.",0
A fire is burning in the cabin. //n Two men are sitting by the fire.,0
A blue haired lady is a kind of player. //n A player is a kind of person who plays an instrument.,0
Boys are required to dance in front of adults. //n If something is required to do something else then that something is not required to do that something else.,0
Two people are sitting in a circle. //n A circle is a kind of conversation.,0
A band performs live. //n To perform means to play.,0
Two ladies are sitting at a table talking. //n Talking is a kind of conversation.,0
The man fell on the bed. //n A bed is a kind of object.,0
A red man is on his way to work. //n If an animal is on his way to work then that animal is walking.,0
A football team plays on a regular basis. //n A regular day is the opposite of a perfect day.,0
"A skateboard is used for riding. //n If something is used for a process, then that something is the result of that process.",0
A couple live together. //n Living together means talking at home.,0
The woman loves pink. //n A pink dress is a kind of dress.,0
A man competes in a dirt bike race. //n If a man competes in a race then that man will win.,0
A girl rides a bike. //n A truck is used for transportation.,0
A child is sitting down. //n Sitting down is the opposite of standing.,0
Two people are sitting outside. //n Sitting outside is a kind of work.,0
A boy is taking a picture of himself at the circus. //n A circus is a kind of place.,0
A pool is a kind of body of water. //n A kid falls into a pool.,0
The young girl is having a woman help her draw a rainbow. //n If something is required for something else then that something is not required for that something else.,0
A boy in a shirt swings on a swing. //n A swing is used for moving around by children.,0
Puppies love to run outside. //n If a puppy loves something then that puppy will run that something.,0
A musician is playing at an indoor concert. //n A concert is a kind of event.,0
A child goes to sleep in bed. //n Sleep is when a human goes to sleep.,0
The kids are holding a rock. //n A rock is a kind of object.,0
A man is shaving his legs after work. //n If something is done before work then that something is done before work.,0
The plane is touching the ground. //n If something touches something else then that something is on that something else.,0
A dog is a kind of animal. //n Animals are inside a house.,0
A group of people are sitting down. //n Sitting down is a kind of sleeping.,0
The skateboarder sits on the concrete. //n If a skateboarder sits on something then that skateboarder stands up on that something.,0
A group of women are running in a straight line. //n A straight line is the opposite of a circle.,0
A man is seated. //n Sitting is a kind of position.,0
A girl in a jacket tries to reach some change in the pool. //n A pool is a kind of place.,0
Girls go to the beach to play. //n Playing at the beach is a kind of activity.,0
An old man is lying on a hammock. //n A hammock is used for sleeping.,0
There are animals drinking alcohol. //n An animal is a kind of living thing.,0
The people are all sitting down to eat a huge thanksgiving meal. //n If something is eaten by many people then that something is appreciated by all of them.,0
A man stands in a doorway. //n A doorway is a kind of opening.,0
Women go to the mall to shop for clothes. //n Malls are usually used for shopping by women.,0
A man is a kind of animal. //n Animals do stunts.,0
If an animal does something then that animal is doing that something. //n A dog jumps.,0
There are three people and a bicycle. //n A bicycle is used for transportation.,0
A young man is wearing a white hat. //n If an object is white then that object is white.,0
Playground is a kind of place. //n If something is playing in a place then that something is running in that place.,0
A person sits down. //n Sitting is a kind of position.,0
A man in a spiderman costume sleeps in bed. //n A spiderman is a kind of character.,0
A group of people gather around a common object. //n A container is a kind of object.,0
No one is playing. //n If something is not playing then that something is not playing.,0
A hispanic woman is sitting on a chair. //n Sitting on a chair can cause the legs to move.,0
The sun can cause skin cancer. //n If something causes something else then that something else can not cause that something.,0
Some men move objects. //n A large tv is a kind of object.,0
There are plants outside. //n A plant is a kind of animal.,0
Three dancers are on stage. //n Stage is a part of a dance.,0
The two women are preparing the kitchen for a remodel. //n If something is being prepared for a remodel then that something is being prepared for that remodel.,0
A man is on the sidewalk. //n The sidewalk is outside.,0
A cat is in water. //n A cat is angry.,0
The men are playing outside. //n Playing outside requires being outside.,0
A soccer player is playing in an empty stadium. //n If a soccer player is playing in an empty stadium then that soccer player is missing.,0
The children in the village sit in a classroom. //n A classroom is a kind of place for learning.,0
Two adults are sitting in a chair. //n Sitting is a kind of working position.,0
A young blond girl looks at a white robot on a green table. //n A robot is white in color.,0
A woman is sitting down. //n Sitting down is the opposite of resting.,0
