text,labels
soccer player in blue trying to control the ball while the player in red tries to defend. //n a soccer player tries to control the ball while another tries to defend,0
all kinds of different people outside on a pier. //n people outside,0
a man and woman talking are interrupted and a man covers his face. //n a man and woman are talking,0
a small child in a green shirt brushes his teeth in the restroom while a woman behind him is taking a picture of the child. //n a woman in a green shirt is taking a picture of a child,0
a man is sorting through his belongings //n a man is sorting his belongings,0
a man inspecting meat in a kitchen //n a man inspects some meat,0
vocalist singing into a microphone. //n the vocalist is recording,0
two dogs playing with a ball in the snow. //n 2 dogs play with a ball in the snow,0
the people swim above and under the water in the pool. //n the people swim in the pool,0
a shirtless man wearing a white turban is climbing a tree trunk. //n a man is climbing up a tree,0
a man is carrying six wooden logs over his left shoulder while holding another log in his right hand. //n a man is carrying several logs over his shoulder,0
a number five skier from france is completing a turn. //n a number five skier is turning,0
a woman riding a bicycle next to a field. //n a woman riding a bicycle,0
a black man in a sweater stands beside his run-down butcher shop. //n a black man in a sweater stands by his rundown butcher shop,0
a man with glasses and a red vest operates a machine. //n a man wearing glasses and a red vest operates a machine,0
three young men standing on partially snow-covered ground //n three men standing outside on partially snowcovered ground,0
two mma fighters spar in a ring. //n two mma fighters fight,0
a man with a braided bandanna stands behind a drum set. //n a man with a braided bandanna stands behind a drum set,0
a black dog jumps into a pool that has many yellow balls in it. //n a black dog jumps into a pool that’s filled with yellow balls,0
a member of the new york yankees watches a ball fly towards left field during this baseball game against the oakland athletics. //n a player of the new york yankees watches a ball fly towards left field during a baseball game,0
people running in a marathon in running clothes. //n the people are running in a marathon,0
a man wearing a white collared shirt with a tie is holding sunglasses and a piece of paper. //n he is wearing a white collared shirt and holding a piece of paper,0
a young girl wearing a polka dot dress and bunny ears is playing an arcade game. //n a young girl is playing an arcade game,0
a group of men pulling a rope on a crag. //n a group of men pulling a rope on a cliff,0
a man and woman are sitting on a tree stump surrounded by beautiful flowers and trees. //n a man and woman are surrounded by flowers and trees,0
an asian woman is holding a camera in a foggy day. //n an asian woman is holding a camera,0
the dog leaps to catch the frisbee. //n the dog leaps to catch the ball,0
a man is speaking in front of an audience. //n a man is speaking to an audience,0
several people walking down the street wearing pink fluffy headbands //n people walking down the street wearing pink fluffy headbands,0
crowd watches as a woman in red shirt goes to break a cinder block with a sledgehammer on a man's chest. //n a crowd watch a woman break a cinder block with a sledgehammer on a mans chest,0
a girl in a kitten costume stands near shelving. //n a girl in an animal costume stands near shelving,0
a female soccer fan on the street with other soccer fans around. //n a female fan is on the street,0
people attending an event in a park. //n people attending an event in a park,0
a bride and groom walk up a stone staircase in front of a stone building. //n a bride and groom walk up a staircase,0
a police officer riding a motorcycle. //n a policeman riding a motorcycle,0
an elderly man watches a younger man grill various foods. //n an elderly man watches a young man grill various foods,0
a blond woman wearing a pink bikini and a man wearing swim trunks jump happily in the water //n a man and a woman jump in water,0
a dental assistant prepping an elderly man for his appointment. //n an elderly man gets ready to go to the dentist,0
a man is smoothing freshly poured cement over a patio. //n the man was smoothing the newly poured cement,0
young girl wearing gray and pink sweater and leather boots shields her face from the camera. //n a girl shields her face from the camera,0
cyclists await the start of a race. //n a cyclist is waiting for the start of a race,0
elderly man sitting in a doorway. //n an old man sitting in a doorway,0
"man performing stunt, lady breaking block on his stomach with sludge hammer. //n a woman hammers a block while the man performs a stunt",0
a child in an orange short is looking at a woman in glasses. //n a child is looking at a woman,0
a boy looking at something purple in another boy's hair. //n a boy looks at another boys hair,0
a gray dog with a matching collar standing beside a tractor. //n a dog with a matching collar is standing beside a tractor,0
a brown-haired child is posing for a picture in the middle of a sunflower field. //n a brownhaired child is posing for a picture,0
reflection of an elderly woman in a street. //n there is a reflection of an old woman in the street,0
a man is looking on as another man attempts to climb a small boulder with his dirt bike. //n a man is looking on,0
"a blond-haired girl lying on grass behind a fence gives ""thumbs up"" sign as a tortoise walks in front of her. //n a girl lying on grass behind a fence gives thumbs up to a tortoise",0
a man in a blue plaid shirt taking a picture. //n a man in a blue plaid shirt taking a picture,0
a group of people climbing a rock while one man belays //n a group of people climb a rock while one man belays another person,0
a man in a checkered welder's helmet is working in a workshop. //n a man in a helmet is working,0
a chinese girl hand off the baton to the other young boy in this relay race for team blue. //n a chinese girl hand off the baton to the other player in this relay race,0
a man with a long beard is using a paintbrush and drawing on paper. //n the man with a long beard is using a paintbrush,0
two men in a relaxed office setting and they are both looking at their computers and one has their feet propped up on the desk. //n two men are sitting in an office looking at their computers and one has their foot propped on the desk,0
two people are standing outside of a wine shop. //n two people are standing,0
a man having his shoes cleaned. //n a man is getting his shoes cleaned,0
"a brown-haired woman wearing glasses, a black long-sleeved shirt and pin striped pants flipping through a book and smiling as a blond woman wearing a white sweatshirt and a white shoulder bag on her right shoulder watches smiling. //n a brown haired woman is flipping through a book and smiling as another woman watches smiling",0
a woman in white pants and a shirt stretches outside a bar on a busy public street. //n a woman stretching outside a bar,0
a band is on a stage and there is a man in a white costume. //n a man in a white costume is playing,0
a man spray painting a logo onto a wall. //n a man spray painting a logo onto the wall,0
a group of people jump in the air while playing music in the street. //n a group of people jump in the air while playing music in the street,0
there is a group of people standing around including what appears to be a person in a bear costume with the head in their hand. //n there is a person in a bear costume,0
a girl hugging a woman sitting in a chair. //n a little girl being hugged by a woman,0
two girls are dressed up and sitting on a bed laughing. //n two girls are seated on a bed,0
a woman and her two dogs are walking down the street. //n a woman is walking with her dogs,0
a bicyclist is focused on his ride as he passes a lake surrounded by hills. //n a bicyclist is focused on his ride as he passes a lake,0
a white dog snarls at a black dog in front of a set of steps. //n a white dog snarls at a black dog in front of a set of steps,0
boy getting his haircut with scissors. //n a boy gets a haircut with a scissors,0
an old woman comforting a little child and making sure she is warm. //n an old woman is comforting a little girl,0
"a man leans into a car to talk to the driver, as a man on a bicycle looks on. //n the man leans into the car to speak",0
a man in a suit with a wineglass in his hand is speaking to a group of people at a party. //n a man in a suit is speaking to a group of people,0
group of people dancing with each other. //n people are dancing,0
a lot of people are in the street due to olympic games. //n a lot of people are in the street due to olympic games,0
"a young woman smiles as she shoots a gun at an indoor target range, as an older man looks on mirthlessly. //n a young woman shoots a gun indoors while a man watches",0
"a talented male artist is drawing caricatures from photographs outside, under an umbrella. //n a talented male artist is drawing pictures from pictures outside under an umbrella",0
a woman in a white hat is conversing with another woman with a bike on a busy street. //n a woman in a white hat is conversing with another woman on a street,0
the girls sitting on the couch is holding a cat and trying to light a cigarette. //n a girl with a cat sitting on a couch,0
three people sitting in chairs while another woman is standing at a desk. //n people sitting in chairs,0
a band gets together for a large group photo wearing green and white uniforms. //n a band meets together for a photo,0
a person with an orange shirt jumping in a trampoline //n a person in orange shirts jumping in a trampoline,0
a middle-aged woman in a black dress stands facing a little girl who is holding a stuffed animal in blue hat. //n a woman in black dress and a baby in blue hat stand facetoface,0
several elderly people are interacting with others. //n older people interact with each other,0
a man trying to stand in his motorcycle as he attempts for an incredible trick. //n a man trying to stand in his bike after he performed an incredible feat,0
a girl in black sits on a lawn by a stone wall with another person in a rust-colored shirt. //n a girl in black sits on a lawn next to another person in a rustcolored shirt,0
"a little boy and adult woman are playing ""store clerk"" with a toy cash register and basket of food. //n a boy and woman play with food",0
"tan man with a blue shirt with a graphic design, a white hat and glasses chewing while holding a hotdog and another friend food. //n a man chews while holding food",0
a black woman is jumping happily in front of ancient ruins wearing a white shirt and jean skirt. //n a woman is jumping in front of ancient ruins,0
a little boy and his bike sit outside the kuthhoop hotel. //n the little boy sits with his bike,0
two men in red shirts are carrying a frame across a street //n two men in red shirts are carrying a large object across the street,0
the black and white dog is running through the ocean. //n a dog is running in the water,0
a little black dog is running beside a large brown and white dog with a large rope in its mouth. //n two dogs are running,0
a basketball player dribbles the ball while another blocks him and an official looks on. //n a ball player is dribbling while another blocks him,0
a little boy crawls along the surface of a big rock. //n a child crawls on the surface of a rock,0
a man wearing a gray t-shirt is standing beside a parking meter with a truck and small tree in the background. //n a man in a gray shirt is standing near a parking meter,0
a dog with a ball that is running in a field. //n a dog with a ball is running in a field,0
boy and girl running along the beach. //n a boy and girl are running along the beach,0
a dog runs on a snowy path. //n a dog runs on a path,0
construction workers work on a road into the night. //n workers are working on a road,0
a man sitting down making snow sculptures. //n a man sitting down making snow sculptures,0
two people are looking at an inflatable climbing wall. //n two people are looking at an inflatable wall,0
a woman with a bag around her standing in the street //n a woman with a bag around her standing in the street,0
busy japanese intersection like maybe tokyo. //n a busy japanese intersection,0
there is a man in a suit speaking in a microphone in front of a screen. //n there is a man in a suit speaking in a microphone in front of a screen,0
an elderly man pushes a cart with a loved one's memorial picture down the street. //n an elderly man pushes a cart,0
a truck and a man and two donkeys are passing each other on a narrow road. //n a man and a donkey are passing each other,0
a young man holding a white pipe against his mouth on a sidewalk with two girls sitting on the sidewalk. //n a young man holds a pipe,0
brown hair little girl dressed in a green and white shirt and blue jeans plays with balls. //n brown haired girl dressed in a green and white shirt and blue jeans plays with balls,0
two shirtless guys playing the beach volleyball. //n two guys playing volleyball,0
two children in front of a red building. //n there are children pictured,0
a few people with a girl standing up in the center wearing a green dress //n some people with a girl standing in the middle wearing a green dress,0
a little boy is standing in front of an old fashioned fence with his hand up in the air. //n a little boy is standing in front of the old fashioned fence,0
a native american indian playing a musical instrument on a stage. //n an indian is playing music on a stage,0
a big gray dog wearing a chain collar has a smaller brown dog pinned down. //n a gray dog wearing a chain collar has a brown dog pinned down,0
a person and a bull are standing in a grassy plain with trees in the background. //n a person and a bull are standing,0
people walk down a paved street that has red lanterns hung from the buildings. //n people walking on a street with lanterns,0
a woman wearing a fluorecent safety jacket stands near equipment. //n a woman wearing a respiratory jacket stands,0
"two young children, one wearing a blue shirt and something on their head climbing a tree standing in front of a body of water. //n two children one wearing a blue shirt and something on their head climbing a tree standing in front of a body of water",0
a bored looking construction worker is holding a drink. //n a construction worker holds a drink,0
a group of people be getting their party on. //n a group of people are having a party,0
a man with blue shorts and a blue had running through water that is thigh deep. //n a man in blue shorts and a blue had running through water,0
woman in a white shirt and black skirt playing tennis. //n a person playing tennis,0
a young woman in glasses swings on a child's play set with the sun behind her at a park. //n there is a woman swinging on a playset in the park,0
a woman in a red dress sitting on a subway. //n a woman in a dress is sitting on a train,0
a man in a sweater poses in his viking helmet while another man in a coat takes a picture with his camera. //n a man in a sweater poses in his viking helmet,0
woman in white lab coat and rubber gloves fills vial with substance. //n woman in white lab coat fills vial,0
"two men standing in the snow, one looking at the camera, the other reading a paper by a sign. //n two men standing in the snow one looking at the camera the other reading a paper by a sign",0
"two bikers pose for a picture, one of which is wearing a skull mask. //n two guys pose for a picture with the one being in a skull mask",0
a boy does a skateboarding trick in the air while holding the board with his left hand. //n boy does a skateboard trick in the air while holding the board,0
a tawny cat is playing with a basket while a black dog watches. //n a cat and a dog are playing,0
a man on a bicycle rides past a man and his son. //n a man on a bicycle rides past the man and his son,0
a young man is sky surfing with a board that has painted an orange flame skull //n a person is sky surfing with a board that has been painted an orange flame skull,0
a woman in a striped shirt points to something with her blue umbrella. //n a woman points with her umbrella,0
two children in pirate costumes play fight with their swords. //n two kids play with swords,0
a worker in a lab performing experiments. //n a worker in a lab,0
after music it is time to have a little nap. //n after the music its time to nap,0
a soccer team wearing light blue gets in a huddle during a match. //n a soccer team gets into a huddle during a match,0
three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball. //n three girls are walking along the sidewalk and the one in the middle is playing sports,0
a man is looking at a young woman who is wearing a cap and biting her nails. //n a young woman is biting her nails and has a cap,0
women are putting their robes and headdresses on. //n several women are putting their robes on,0
lots of people walking by a large castle like structure. //n people walk past a castle like structure,0
an old woman comforting a little child and making sure she is warm. //n an old woman comforts a little child and making sure she is warm,0
two men pull up the netting from the ocean. //n two men are near a body of water,0
a young boy in his pajamas asleep on a couch. //n a young boy is asleep,0
"a young woman in black is standing in front of a wall with writing, she is holding something in her right hand. //n a woman in black is standing in front of a wall",0
a small child cries as the man in the white shirt holds him. //n a boy in the white shirt is holding the child,0
a child stands ready with a baseball mitt. //n a boy stands ready with a baseball mitt,0
a woman pats an elephant that is saddled to give rides. //n a woman pats an elephant,0
a young boy and girl are playing in the water of a fountain that is surrounded by buildings. //n a boy and girl are playing in the water,0
two asian men walking with red bags //n two young men walk with red bags,0
a lady with a brown dress on is holding a glass and a cigarette in the middle of a room full of people. //n a lady has a cigarette and glass in a room full of people,0
a woman with a floral shirt and purse and a man with a black shirt are walking while another man walks behind them. //n a woman with a floral shirt and purse are walking while a man walks behind them,0
the skier is jumping over a snowy mound in front of a pine tree. //n the skier is jumping over a snowy mound,0
two husky little boys in black dress shirts with longish haircuts stand behind the seated woman in the white blouse. //n two little boys in black dress shirts standing behind the seated woman in the white blouse,0
three smartly dressed man and woman are standing beside a bicycle on the grass. //n three smartly dressed man and woman are standing beside an outdoor bicycle,0
a woman is sitting on a bench. //n a woman is sitting on a bench,0
a young boy watching and admiring puppets in a puppet shop at the downtown convention center. //n a boy is looking at puppets in a puppet shop,0
a woman in a yellow hospital gown is holding a sleeping child that has a cast on the right arm. //n a person in a yellow hospital gown is holding a young child that has a cast on the right arm,0
a man dressed warmly plays soprano saxophone outside. //n a man dressed warmly plays the saxophone,0
a woman in a red coat reviews an unseen sheet on a podium while a man in blue tie reviews his own podium and plays an acoustic guitar. //n a woman reviews a sheet while a man reviews his own podium and plays an acoustic guitar,0
four men doing a martial arts stance in front of onlookers. //n four men doing a martial arts stance,0
a gentleman wearing a black shirt and brown ball cap is in a discussion with an older gentleman among a group of men. //n a gentleman is in conversation,0
a motorcyclist dressed in green with a green motorcycle is jumping over a row of green motorcycles //n a motorcyclist is jumping over a row of green motorcycles with his green motorcycle,0
two teenage girls walking down a mall breezeway. //n two teenage girls walking down a mall winding way,0
a mustached man plays electronic instruments. //n a man plays an instrument,0
several children playing on a beach. //n several children playing on the beach,0
"two football teams, one in yellow and white, the other in blue and white, play football. //n two football teams one in yellow and white the other in blue play football",0
"young dark blond-haired boy in a blue shirt, in a store during the day, drinking chocolate milk from a container and smiling. //n a young man is drinking milk from a container in a supermarket",0
a s.c.u.b.a. diver swims in deep blue water. //n a diver swims in clear blue water,0
"a lady is singing on stage in front of an enthusiastic audience with a large band that includes a guitar player and four trumpets, behind her. //n a lady is singing on stage in front of a large band",0
a girl stands on a pier as a ferry comes in. //n a girl is standing on a pier while a ferry comes in,0
people are walking the marathon for a cause. //n people are walking the marathon,0
one girl jumping over three others hanging on the side of a pool with ocean in background. //n a girl jumps over others on the side of a pool,0
two men play their instruments while a third sings. //n a man plays an instrument while a third sings,0
"two girls wearing gray sweat jackets picking on the side of a busy road, one of the girls is picking up something off the ground while the other looks on. //n two girls are picking on a busy road",0
a crowd of people filling the streets as during a festival. //n people crowd the street during a festival,0
a man sits in a black chair with a toy helicopter in his left hand and a wand in his right. //n a man sits in a chair with a toy helicopter in his left hand and a wand in his right,0
two women are giving each other a hug while a man holding a glass is looking at the camera. //n two women hug eachother,0
"a balding dark-haired man in a brown trench coat is chipping away at a stone block, surrounded by carved statues. //n a blackhaired man is chipping away at a block of stone",0
several female lacrosse players are going after a ball. //n there are several females playing lacrosse,0
"two teens are near a fast food booth painted blue, while standing on a tiled street. //n two teens are standing in front of a fast food booth painted blue",0
an older man with a beard uses a hay broom to sweep the ground in front of cubed cardboard trash in a parking lot. //n an older man with a beard sweeps a parking lot using a hay broom,0
indian women are near piles of dirt. //n the women are near some dirt,0
three women on a boardwalk are looking at the water. //n three women on a boardwalk looking at the water,0
a man in a white tank shirt holds a laptop while sitting next to a white column with a statue on top of it. //n a man is sitting and holding a laptop,0
a person falling off a dirt bike in the middle of a dirt bike race. //n a person falling off a dirt bike during a race,0
a woman wearing a veil watches people enter a building. //n a woman watches people enter a building,0
a curly-haired girl is dragging a gray inflatable raft with a red paddle into the water. //n a girl is dragging a gray raft with a red paddle into the water,0
a person dressed in a red and black snowsuit skis downs a mountain. //n a person dressed in a red and black snowsuit skis down a hill,0
the dog is somehow causing a wave in the water. //n a dog is causing a wave in the water,0
a man with glasses and black coat pushing a cart full of bags on a travelator. //n a man with glasses and dark coat pushes a cart,0
a man in a suit walks by a building while the hood of a car reflects a warped view of that building. //n a man in a suit walks by the hood of a car,0
"a man in a scuba suit, surrounded by equipment, looks at the camera while he holds up an underwater light in one hand and the other out wide. //n a divesuited man looks at the camera while holding an underwater light in one hand and the other out wide",0
two children are playing in a homemade fort. //n two kids are playing in a fort,0
a man is putting a turkey on a grill. //n a man is putting a turkey on the grill,0
a woman and girl walking and holding beach toys. //n two people walking and holding beaches toy,0
someone fires a bullet from a handgun into the woods. //n someone fires a bullet from a handgun,0
a hockey player shoots ice in the face of a opponent while racing to hit the hockey puck. //n a hockey player shoots ice in front of a hockey puck,0
a child with blond-hair is wearing a yellow shirt and is sitting and eating desserts. //n a child with blond hair is wearing a yellow shirt and is sitting and eating desserts,0
hockey players waiting at the moment the puck is dropped by the referee. //n a hockey game is being played,0
"two teens are near a fast food booth painted blue, while standing on a tiled street. //n two teens are near a fast food booth while standing on a tiled street",0
an older man is working on a fishing net. //n an old man is working on a fishing net,0
there is a man who is arranging large metal dishes in a large rusty vat of liquid. //n there is a man who is arranging large metal dishes in a large rusty pot,0
a woman in a brown knee length skirt and a silk brown button up shirt is sitting on a stone bench at a art gallery fixing her skirt. //n a woman is wearing a brown skirt,0
a woman sits with a boy in an orange hat with a cookie in his hand as he makes a funny face. //n the woman is near a boy and a cookie,0
a man is standing on a street alone beneath a balcony. //n a man stands alone under a balcony,0
a man with glasses and a scarf on his head looking at different color phones hanging from a tree while another gentleman walks away. //n a man with glasses and a scarf is looking at various colored phones hanging from a tree,0
a small black and white dog is followed by a larger dog in a grassy yard. //n a small black and white dog is followed by a large dog in a yard,0
he is calling his wife to tell he will be coming late. //n a man is calling his wife,0
baseball catcher trying to tag out a player from the opposite team that is sliding into home base. //n a catcher tries to tag out a player on the opposite team sliding into home,0
a man in brown clothing is swinging at a golf ball with a club. //n a man swings at a golf ball,0
"a tall man and a shorter man walking and talking, wearing the same sandals. //n two men are walking and talking wearing the same sandals",0
a woman wearing a blue dress has fur wrapped around her wrists and her head and she is wearing a wooden beaded necklace. //n a woman wearing a blue dress has fur wrapped around her wrists and she is wearing a wooden necklace,0
a man wearing green and the number 3 riding a brown horse is ahead of a man wearing red riding a gray horse. //n a man wearing green and the number 3 riding a brown horse is ahead of another man wearing red riding a gray horse,0
a team celebrates a victory. //n a team celebrates a win,0
several young adults dressed in appropriate clothing are having a good time at a party. //n several young people are having a good time,0
a boy swimming who is wearing goggles. //n the boy swims while wearing a goggles,0
two adults help pass out cake to children in a classroom. //n two adults help pass out cupcakes,0
a policeman is talking to a little crowd. //n a cop is talking to a crowd,0
an aerial view of a man sitting at a desktop computer. //n an aerial view of a computer,0
people gathered around a guy sitting on a table. //n people are gathered around a guy sitting on a table,0
a young boy with a red backpack and blue shirt is overlooking the scenery of a historic landmark. //n a young boy is walking by a historic landmark,0
a little girl in a pink bathing suit swimming in a pool. //n a girl in a pink bathing suit,0
a man in a suit and top hat and a woman in a blue victorian dress sitting outside at a table. //n a man and woman sit at a table outside,0
a guy mowing a lawn on his tractor //n a tractor is being used for mowing a lawn by a guy,0
a girl in pink socks jumping with her hands in the air. //n a girl wearing pink socks is jumping and her hands are in the air,0
a woman in black hula hoops in a park. //n the woman in black is playing hula hoops outside,0
"a large crowd of many young people are seated on the grass at nighttime, with a person in a red ""hoodie"" jacket prominent on the right hand side. //n a crowd of young people sitting in the grass",0
several students are in a classroom atmosphere working with paper. //n several students are working in a classroom,0
"three firemen are standing around two firetrucks, one with a beard is leaning against the firetruck, while the other two are talking to him. //n three firemen are standing around two firetrucks",0
two competing cyclists pedal past crowds of onlookers. //n two cyclists pedal through crowds of onlookers,0
a person stands alone at the top of the stairs. //n a person standing alone,0
a toddler is sitting in the sand wearing a blue denim jacket and flowered pants. //n a toddler is sitting in the sand wearing blue jeans,0
an elderly man and women walk together past a jewelery store on the sidewalk. //n an elderly man and women walk together past the shopping store,0
man in orange snowsuit and goggles skiing down a hill. //n man in orange snowsuit skiing down a hill,0
"an orchestra, in formal dress, with a man playing the cello in the center. //n an orchestra in formal dress with a cellist in the center",0
a line of women dressed in colorful gowns standing on a round stage. //n a line of women in colorful gowns standing on a stage,0
there is a guy barbecuing and he is wearing glasses and a red hat. //n a guy is barbecuing,0
a man with a mask on his face is pausing to take in all the work he has left to do as he does a measurement. //n a man has a mask on his face,0
an extreme cyclist flying through the air on his green bike in a rural area //n a bicycle riding through the air in a rural area is the extreme bicycle rider,0
a brown-haired woman in a white backless dress holds flowers. //n a brownhaired woman in a white dress holds a bouquet of flowers,0
a bald man in a striped shirt and jeans walks away from a mural of a red car with a blond man wearing an orange and black jacket with jeans. //n there is a blond man wearing an orange and black jacket with jeans and a bald man with a striped shirt and jeans,0
a child walks in a grassy field. //n the kid walks through the field,0
a lady in a black sweatshirt and black jeans is jumping rope while others lean against a fence and watch. //n a lady is jumping rope while others watch,0
a couple dances in the street. //n a couple dances in the street,0
a man wearing a white shirt is sitting next to a man wearing a green shirt. //n a man wearing a white shirt is sitting next to another man wearing a green shirt,0
two women and a child walking through a river. //n two women and a child walking through the water,0
two people are fencing each other and of them has lost their shoe. //n two people are fencing against each other and one person has lost their shoe,0
an older woman looks off into the distance as she sits at an outdoor restaurant. //n an older woman looks off into the distance while sitting at an outdoor restaurant,0
a girl wearing glasses and a brown plaid long-sleeved shirt holds a cup and looks through a book with people photographs and text. //n the woman holds a cup and looks through a book,0
a baby dressed in pink lies on a white carpeted floor and leans against a white wall. //n a pink baby lies on a white carpet,0
a group of people swimming in the ocean while a large group of people watch. //n a large group of people watching people swimming in the ocean,0
a white dog swimming while holding a orange toy in his mouth. //n a dog swimming while holding a toy,0
a black dog runs through a field. //n a black dog runs,0
a man in a blue t-shirt is holding a little girl upside down. //n a man in a blue tshirt is holding a baby,0
a girl in an orange tank top stands outside a cafe. //n a girl wearing an orange top is standing outside a cafe,0
a blond tennis player in action on a grass court. //n a blonde tennis player plays on a grass court,0
a bride and groom taking their vows. //n a pair of people say their vows,0
three men are laughing at a joke around a table. //n three men are laughing together around a table,0
"outside by the trees, a woman wearing jeans and red jacket throws something for a german shepherd to chase. //n a woman throws something to a german shepherd",0
a man throwing a pack of bread. //n a man throwing a packet of bread,0
a black and white dog runs beside a brown dog in a green field. //n a black dog runs along side a brown dog in a green field,0
a girl in a coat on a sled in the snow. //n a girl in a coat on a sled in the snow,0
a woman in a brown sweater sits at a table covered with food. //n a woman sits at a table covered in food,0
a man lies on the ground outside a building. //n a man lies outside,0
a white man in a yellow and black sweatshirt grabs his snowboard while on a snowy hill. //n a man grabs his snowboard on a snowy hill,0
boy in green hat reacts to historical spot. //n a boy reacts to a historical spot,0
people pass each other on a busy city street while talking on their cellphones. //n people pass each other on a busy city road while talking on their cellphones,0
a white cat sits on a concrete wall and looks at the camera. //n the white cat looks at the camera,0
a young brunette woman performs on the violin. //n a woman plays the violin,0
a man wearing a yellow safety vest helps prepare an airplane. //n a man wearing a yellow vest helps prepare an airplane,0
a man and a young boy are sitting on a step eating oranges. //n a man and a young boy are sitting on a step,0
an elderly woman in glasses cuts through a net. //n an old lady cuts through a net,0
a shirtless man skateboarding in an area with significant graffiti //n a shirtless man skateboarding in a graffitisaturated area,0
a caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor. //n a man and woman are working at a conveyor,0
a boy and a girl sitting together in a car at a gas pump as it rains. //n a boy and a girl sitting together on the car,0
a boy stands on a scooter in an abandoned boardwalk. //n a boy stands on a scooter in an abandoned beach,0
a boy in a tee-shirt and shorts playing an instrument next to a girl singing while playing the guitar. //n a boy is playing and a girl is singing,0
people are waiting in line for a train. //n people wait in line for a train,0
"a group of children wearing medals around their necks are standing around a table filled with food, buffet style. //n a group of children wearing medals around their necks are standing around a buffet",0
a group of four men carry a statue. //n a group of men carry a statue,0
"two children eat ice cream cones with a chaperone, while the boy eating chocolate ice cream has gotten it all over his face. //n two ice cream eaters one of which has chocolate ice cream all over his face",0
a man in an orange shirt standing on the grass just off the path while a woman in a blue shirt looks back at him from farther up the cement path. //n a man wearing an orange shirt is standing on grass,0
a lady in a pink hat is interacting with a lady wearing a tan hat and blue jacket at an event. //n a lady in a pink hat is interacting with a lady wearing a tan hat and blue jacket,0
one boy wearing a black jersey holding a basketball while another is behind him trying to get the ball //n one boy in a black jersey is being led by another to get a bball,0
an employee is handing a woman a bag while she is browsing through fish on ice at a street market. //n an employee is handing a woman a bag,0
a young woman waits on a busy street at night. //n a young woman waits on a busy road,0
rear view of a choir group standing on risers with a chair filling a space between the risers. //n a group of people stand on risers with a chair in between,0
a crowd of people are clapping their hands at a concert and some are wearing blue wristbands. //n a crowd claps their hands at a concert,0
several young people posing for this photo holding beers //n several young people posing for this photo drinking beer,0
two fencers are competing in front of an audience. //n fencers are competing against each other,0
the kid is sliding down a tan plastic slide. //n the child is on a slide,0
a dancer in a black costume leaps while holding a purple balloon. //n a dancer jumps while holding a purple balloon,0
a man with a microphone reads from a piece of paper as he stands in front of two men holding tubas. //n a man reads from a paper and is standing in front of two men holding tubas,0
a young woman dancing wearing folkloric attire. //n a person dances wearing folkloric attire,0
a man in a blue and yellow jacket holding a religious sign stands in a street with people behind him on the sidewalk. //n a man in a blue and yellow jacket holding a religious sign stands in a city,0
blue and silver car going around curve being watched by people standing in grass //n people watch a blue and silver car go around a curve,0
a person in a wheelchair looks at a large painting on a building. //n a person in a wheelchair looks at a large piece of artwork,0
two men in helmets and gloves are working on decoration for the outside of a building. //n two men work on decorating a building,0
